databaseID	Organism	AGORA_ID
GCF_000185685.2_Ente_bact_9_2_54FAA_V2	Enterobacteriaceae bacterium 9_2_54FAA	Enterobacteriaceae_bacterium_9_2_54FAA
GCF_000158835.2_Fuso_gon_ATCC25563_V2	Fusobacterium gonidiaformans ATCC 25563	Fusobacterium_gonidiaformans_ATCC_25563
GCF_003019695.1_ASM301969v1	Fusobacterium gonidiaformans ATCC 25563	Fusobacterium_gonidiaformans_ATCC_25563
GCF_000158195.2_Fuso_mor_ATCC9817_V2	Fusobacterium mortiferum ATCC 9817	Fusobacterium_mortiferum_ATCC_9817
GCF_003019315.1_ASM301931v1	Fusobacterium mortiferum ATCC 9817	Fusobacterium_mortiferum_ATCC_9817
GCF_000158315.2_Fuso_ulc_ATCC49185_V2	Fusobacterium ulcerans ATCC 49185	Fusobacterium_ulcerans_ATCC_49185
GCF_000159915.2_Fuso_varium_ATCC_27725_V2	Fusobacterium varium ATCC 27725	Fusobacterium_varium_ATCC_27725
GCF_003019655.1_ASM301965v1	Fusobacterium varium ATCC 27725	Fusobacterium_varium_ATCC_27725
GCF_000163935.1_ASM16393v1	Fusobacterium periodonticum 1_1_41FAA	Fusobacterium_periodonticum_1_1_41FAA
GCF_000155875.1_ASM15587v1	Coprococcus comes ATCC 27758	Coprococcus_comes_ATCC_27758
GCF_000155085.1_ASM15508v1	Clostridium sporogenes ATCC 15579	Clostridium_sporogenes_ATCC_15579
GCF_000154985.1_ASM15498v1	Streptococcus infantarius subsp. infantarius ATCC BAA-102	Streptococcus_infantarius_subsp_infantarius_ATCC_BAA_102
GCF_000154865.1_ASM15486v1	Providencia stuartii ATCC 25827	Providencia_stuartii_ATCC_25827
GCF_000155205.1_ASM15520v1	Ruminococcus lactaris ATCC 29176	Ruminococcus_lactaris_ATCC_29176
GCF_000172135.1_ASM17213v1	Bifidobacterium dentium ATCC 27678	Bifidobacterium_dentium_ATCC_27678
GCF_000172575.2_ASM17257v2	Enterococcus faecalis OG1RF, ATCC 47077	Enterococcus_faecalis_OG1RF_ATCC_47077
GCF_000157975.1_ASM15797v1	Blautia hydrogenotrophica DSM 10507	Blautia_hydrogenotrophica_DSM_10507
GCF_000023925.1_ASM2392v1	Kytococcus sedentarius DSM 20547	Kytococcus_sedentarius_DSM_20547
GCF_000024265.1_ASM2426v1	Eggerthella lenta DSM 2243	Eggerthella_lenta_DSM_2243
GCF_000156195.1_ASM15619v1	Bacteroides finegoldii DSM 17565	Bacteroides_finegoldii_DSM_17565
GCF_000155815.1_ASM15581v1	Bacteroides eggerthii DSM 20697	Bacteroides_eggerthii_DSM_20697
GCF_000156075.1_ASM15607v1	Bacteroides dorei DSM 17855	Bacteroides_dorei_DSM_17855
GCF_000155855.1_ASM15585v1	Bacteroides pectinophilus ATCC 43243	Bacteroides_pectinophilus_ATCC_43243
GCF_000265095.1_ASM26509v1	Bifidobacterium bifidum BGN4	Bifidobacterium_bifidum_BGN4
GCF_000159255.1_ASM15925v1	Enterococcus faecalis TX0104	Enterococcus_faecalis_TX0104
GCF_000159455.2_ASM15945v2	Lactobacillus reuteri SD2112, ATCC 55730	Lactobacillus_reuteri_SD2112_ATCC_55730
GCF_000156035.2_ASM15603v2	Clostridium nexile DSM 1787	Clostridium_nexile_DSM_1787
GCF_000155955.1_ASM15595v1	Mitsuokella multacida DSM 20544	Mitsuokella_multacida_DSM_20544
GCF_000156395.1_ASM15639v1	Providencia rustigianii DSM 4541	Providencia_rustigianii_DSM_4541
GCF_000163955.1_ASM16395v1	Edwardsiella tarda ATCC 23685	Edwardsiella_tarda_ATCC_23685
GCF_000155995.1_ASM15599v1	Enterobacter cancerogenus ATCC 35316	Enterobacter_cancerogenus_ATCC_35316
GCF_000155975.1_ASM15597v1	Citrobacter youngae ATCC 29220	Citrobacter_youngae_ATCC_29220
GCF_000155105.1_ASM15510v1	Escherichia albertii TW07627	Escherichia_albertii_TW07627
GCF_000270285.1_ASM27028v1	Eggerthella sp. YY7918	Eggerthella_sp_YY7918
GCF_000019465.1_ASM1946v1	Yersinia pseudotuberculosis YPIII	Yersinia_pseudotuberculosis_YPIII
GCF_000834375.1_ASM83437v1	Yersinia pseudotuberculosis YPIII	Yersinia_pseudotuberculosis_YPIII
GCF_000364365.1_ASM36436v1	Escherichia coli str. K-12 substr. MG1655	Escherichia_coli_str_K_12_substr_MG1655
GCF_000269645.1_PB_Esch_coli_MG12655_V1	Escherichia coli str. K-12 substr. MG1655	Escherichia_coli_str_K_12_substr_MG1655
GCF_000269645.1_PB_Esch_coli_MG12655_V1	Escherichia coli str. K-12 substr. MG1655	Escherichia_coli_str_K_12_substr_MG1655
GCF_000482265.1_EC_K12_MG1655_Broad_SNP	Escherichia coli str. K-12 substr. MG1655	Escherichia_coli_str_K_12_substr_MG1655
GCF_000482265.1_EC_K12_MG1655_Broad_SNP	Escherichia coli str. K-12 substr. MG1655	Escherichia_coli_str_K_12_substr_MG1655
GCF_000273425.1_Esch_coli_MG12655_V1	Escherichia coli str. K-12 substr. MG1655	Escherichia_coli_str_K_12_substr_MG1655
GCF_000517165.1_ASM51716v1	Escherichia coli str. K-12 substr. MG1655	Escherichia_coli_str_K_12_substr_MG1655
GCF_000005845.2_ASM584v2	Escherichia coli str. K-12 substr. MG1655	Escherichia_coli_str_K_12_substr_MG1655
GCF_000801205.1_ASM80120v1	Escherichia coli str. K-12 substr. MG1655	Escherichia_coli_str_K_12_substr_MG1655
GCF_001308065.1_ASM130806v1	Escherichia coli str. K-12 substr. MG1655	Escherichia_coli_str_K_12_substr_MG1655
GCF_001566335.1_ASM156633v1	Escherichia coli str. K-12 substr. MG1655	Escherichia_coli_str_K_12_substr_MG1655
GCF_001544635.1_ASM154463v1	Escherichia coli str. K-12 substr. MG1655	Escherichia_coli_str_K_12_substr_MG1655
GCF_002843685.1_ASM284368v1	Escherichia coli str. K-12 substr. MG1655	Escherichia_coli_str_K_12_substr_MG1655
GCF_002966145.1_ASM296614v1	Escherichia coli str. K-12 substr. MG1655	Escherichia_coli_str_K_12_substr_MG1655
GCF_000156015.1_ASM15601v1	Butyrivibrio crossotus DSM 2876	Butyrivibrio_crossotus_DSM_2876
GCF_000171375.1_ASM17137v1	Ureaplasma parvum serovar 1 str. ATCC 27813	Ureaplasma_parvum_serovar_1_str_ATCC_27813
GCF_000020605.1_ASM2060v1	Eubacterium rectale ATCC 33656	Eubacterium_rectale_ATCC_33656
GCF_000146185.1_ASM14618v1	Eubacterium eligens ATCC 27750	Eubacterium_eligens_ATCC_27750
GCF_001025155.1_ASM102515v1	Bifidobacterium angulatum DSM 20098	Bifidobacterium_angulatum_DSM_20098
GCF_000156635.1_ASM15663v1	Bifidobacterium angulatum DSM 20098	Bifidobacterium_angulatum_DSM_20098
GCF_000771205.1_DSM-20098	Bifidobacterium angulatum DSM 20098	Bifidobacterium_angulatum_DSM_20098
GCF_000158075.1_ASM15807v1	Clostridium asparagiforme DSM 15981	Clostridium_asparagiforme_DSM_15981
GCF_000156655.1_ASM15665v1	Eubacterium biforme DSM 3989	Eubacterium_biforme_DSM_3989
GCF_000173415.1_ASM17341v1	Providencia alcalifaciens DSM 30120	Providencia_alcalifaciens_DSM_30120
GCF_000158055.1_ASM15805v1	Providencia rettgeri DSM 1131	Providencia_rettgeri_DSM_1131
GCF_000156175.1_ASM15617v1	Collinsella intestinalis DSM 13280	Collinsella_intestinalis_DSM_13280
GCF_000024225.1_ASM2422v1	Atopobium parvulum DSM 20469	Atopobium_parvulum_DSM_20469
GCF_000023285.1_ASM2328v1	Capnocytophaga ochracea DSM 7271	Capnocytophaga_ochracea_DSM_7271
GCF_000023905.1_ASM2390v1	Leptotrichia buccalis C-1013-b	Leptotrichia_buccalis_C_1013_b
GCF_000159035.1_ASM15903v1	Actinomyces urogenitalis DSM 15434	Actinomyces_urogenitalis_DSM_15434
GCF_000164655.1_ASM16465v1	Clostridium difficile NAP07	Clostridium_difficile_NAP07
GCF_000164175.1_ASM16417v1	Clostridium difficile NAP08	Clostridium_difficile_NAP08
GCF_000159135.1_ASM15913v1	Corynebacterium striatum ATCC 6940	Corynebacterium_striatum_ATCC_6940
GCF_000159275.1_ASM15927v1	Enterococcus faecalis TX1322	Enterococcus_faecalis_TX1322
GCF_000159675.1_ASM15967v1	Enterococcus faecium TX1330	Enterococcus_faecium_TX1330
GCF_000159715.1_ASM15971v1	Lactobacillus acidophilus ATCC 4796	Lactobacillus_acidophilus_ATCC_4796
GCF_000160835.1_ASM16083v1	Lactobacillus antri DSM 16041	Lactobacillus_antri_DSM_16041
GCF_001435475.1_ASM143547v1	Lactobacillus antri DSM 16041	Lactobacillus_antri_DSM_16041
GCF_000159175.1_ASM15917v1	Lactobacillus brevis subsp. gravesensis ATCC 27305	Lactobacillus_brevis_subsp_gravesensis_ATCC_27305
GCF_000159195.1_ASM15919v1	Lactobacillus buchneri ATCC 11577	Lactobacillus_buchneri_ATCC_11577
GCF_000159215.1_ASM15921v1	Lactobacillus fermentum ATCC 14931	Lactobacillus_fermentum_ATCC_14931
GCF_000160875.1_ASM16087v1	Lactobacillus iners DSM 13335	Lactobacillus_iners_DSM_13335
GCF_001435015.1_ASM143501v1	Lactobacillus iners DSM 13335	Lactobacillus_iners_DSM_13335
GCF_000159495.1_ASM15949v1	Lactobacillus paracasei subsp. paracasei ATCC 25302	Lactobacillus_paracasei_subsp_paracasei_ATCC_25302
GCF_000143745.1_ASM14374v1	Lactobacillus plantarum subsp. plantarum ATCC 14917	Lactobacillus_plantarum_subsp_plantarum_ATCC_14917
GCF_001434175.1_ASM143417v1	Lactobacillus plantarum subsp. plantarum ATCC 14917	Lactobacillus_plantarum_subsp_plantarum_ATCC_14917
GCF_000159615.1_ASM15961v1	Lactobacillus reuteri CF48-3A	Lactobacillus_reuteri_CF48_3A_
GCF_000160175.1_ASM16017v1	Lactobacillus rhamnosus LMS2-1	Lactobacillus_rhamnosus_LMS2_1
GCF_000159375.2_ASM15937v2	Lactobacillus ruminis ATCC 25644	Lactobacillus_ruminis_ATCC_25644
GCF_000225845.1_ASM22584v2	Lactobacillus ruminis ATCC 25644	Lactobacillus_ruminis_ATCC_25644
GCF_000159415.1_ASM15941v1	Lactobacillus ultunensis DSM 16047	Lactobacillus_ultunensis_DSM_16047
GCF_001436305.1_ASM143630v1	Lactobacillus ultunensis DSM 16047	Lactobacillus_ultunensis_DSM_16047
GCF_000148995.1_ASM14899v1	Listeria grayi DSM 20601	Listeria_grayi_DSM_20601
GCF_000164155.2_ASM16415v2	Rhodococcus equi  NBRC 101255 = C 701	Rhodococcus_equi_NBRC_101255
GCF_000187265.1_ASM18726v1	Streptococcus equinus ATCC 9812	Streptococcus_equinus_ATCC_9812
GCF_000024105.1_ASM2410v1	Anaerococcus prevotii DSM 20548	Anaerococcus_prevotii_DSM_20548
GCF_000003925.1_ASM392v1	Bacillus mycoides  DSM 2048	Bacillus_mycoides_DSM_2048
GCF_000173775.1_ASM17377v1	Yersinia rohdei ATCC 43380	Yersinia_rohdei_ATCC_43380
GCF_000173715.1_ASM17371v1	Yersinia kristensenii ATCC 33638	Yersinia_kristensenii_ATCC_33638
GCF_000172815.1_ASM17281v1	Bacillus pumilus ATCC 7061	Bacillus_pumilus_ATCC_7061
GCF_000156535.1_ASM15653v1	Roseburia intestinalis L1-82	Roseburia_intestinalis_L1_82
GCF_000175335.1_ASM17533v1	Clostridium botulinum E1 str. 'BoNT E Beluga'	Clostridium_botulinum_E1_str_BoNT_E_Beluga
GCF_000156495.1_ASM15649v1	Parabacteroides johnsonii DSM 18315	Parabacteroides_johnsonii_DSM_18315
GCF_000158035.1_ASM15803v1	Bacteroides cellulosilyticus DSM 14838	Bacteroides_cellulosilyticus_DSM_14838
GCF_000155415.1_ASM15541v1	Bifidobacterium longum longum CCUG 52486	Bifidobacterium_longum_longum_CCUG_52486
GCF_000162575.1_ASM16257v1	Helicobacter canadensis MIT 98-5491	Helicobacter_canadensis_MIT_98_5491
GCF_000155455.1_ASM15545v1	Helicobacter canadensis MIT 98-5491	Helicobacter_canadensis_MIT_98_5491
GCF_000349975.1_ASM34997v1	Helicobacter cinaedi CCUG 18818	Helicobacter_cinaedi_CCUG_18818
GCF_003215615.1_ASM321561v1	Helicobacter cinaedi CCUG 18818	Helicobacter_cinaedi_CCUG_18818
GCF_000155475.1_ASM15547v1	Helicobacter cinaedi CCUG 18818	Helicobacter_cinaedi_CCUG_18818
GCF_000155495.1_ASM15549v1	Helicobacter pullorum MIT 98-5489	Helicobacter_pullorum_MIT_98_5489
GCF_000155515.2_ASM15551v2	Lactobacillus paracasei subsp. paracasei 8700:2	Lactobacillus_paracasei_subsp_paracasei_8700_2
GCF_000026485.1_ASM2648v1	Lactobacillus casei casei BL23	Lactobacillus_casei_casei_BL23
GCF_000320405.1_ASM32040v1	Clostridium celatum DSM 1785	Clostridium_celatum_DSM_1785
GCF_000173895.1_ASM17389v1	Neisseria cinerea ATCC 14685	Neisseria_cinerea_ATCC_14685
GCF_000176755.2_ASM17675v1	Neisseria elongata subsp. glycolytica ATCC 29315	Neisseria_elongata_subsp_glycolytica_ATCC_29315
GCF_000818035.1_ASM81803v1	Neisseria elongata subsp. glycolytica ATCC 29315	Neisseria_elongata_subsp_glycolytica_ATCC_29315
GCF_000173875.1_ASM17387v1	Neisseria mucosa ATCC 25996	Neisseria_mucosa_ATCC_25996
GCF_000173955.1_ASM17395v1	Neisseria subflava NJ9703	Neisseria_subflava_NJ9703
GCF_000163895.2_ASM16389v2	Filifactor alocis ATCC 35896	Filifactor_alocis_ATCC_35896
GCF_000173915.1_ASM17391v1	Gemella haemolysans ATCC 10379	Gemella_haemolysans_ATCC_10379
GCF_000160015.1_ASM16001v1	Veillonella dispar ATCC 17748	Veillonella_dispar_ATCC_17748
GCF_000158615.1_ASM15861v1	Eikenella corrodens ATCC 23834	Eikenella_corrodens_ATCC_23834
GCF_001315785.1_ASM131578v1	Bacteroides coprophilus DSM 18228	Bacteroides_coprophilus_DSM_18228
GCF_000157915.1_ASM15791v1	Bacteroides coprophilus DSM 18228	Bacteroides_coprophilus_DSM_18228
GCF_001025215.1_ASM102521v1	Bifidobacterium pseudocatenulatum DSM 20438	Bifidobacterium_pseudocatenulatum_DSM_20438
GCF_000173435.1_ASM17343v1	Bifidobacterium pseudocatenulatum DSM 20438	Bifidobacterium_pseudocatenulatum_DSM_20438
GCF_000771445.1_DSM-20438	Bifidobacterium pseudocatenulatum DSM 20438	Bifidobacterium_pseudocatenulatum_DSM_20438
GCF_000741685.1_Bifpsetum	Bifidobacterium pseudocatenulatum DSM 20438	Bifidobacterium_pseudocatenulatum_DSM_20438
GCF_000174695.1_ASM17469v1	Corynebacterium aurimucosum ATCC 700975	Corynebacterium_aurimucosum_ATCC_700975
GCF_000022905.1_ASM2290v1	Corynebacterium aurimucosum ATCC 700975	Corynebacterium_aurimucosum_ATCC_700975
GCF_000156595.1_ASM15659v1	Corynebacterium glucuronolyticum ATCC 51867	Corynebacterium_glucuronolyticum_ATCC_51867
GCF_000196535.1_ASM19653v1	Mobiluncus curtisii ATCC 43063	Mobiluncus_curtisii_ATCC_43063
GCF_000003135.1_ASM313v1	Bifidobacterium longum longum ATCC 55813	Bifidobacterium_longum_longum_ATCC_55813
GCF_000159475.2_ASM15947v2	Lactobacillus reuteri MM4-1A	Lactobacillus_reuteri_MM4_1A_
GCF_000163515.2_Ery_bact_5_2_54FAA_V2	Erysipelotrichaceae bacterium 5_2_54FAA	Erysipelotrichaceae_bacterium_5_2_54FAA
GCF_000177015.3_Rumi_bact_D16_V2	Ruminococcaceae bacterium D16	Ruminococcaceae_bacterium_D16
GCF_000025245.1_ASM2524v1	Bifidobacterium animalis lactis BB-12	Bifidobacterium_animalis_lactis_BB_12
GCF_000144405.1_ASM14440v1	Prevotella melaninogenica ATCC 25845	Prevotella_melaninogenica_ATCC_25845
GCF_000174815.1_ASM17481v1	Porphyromonas endodontalis ATCC 35406	Porphyromonas_endodontalis_ATCC_35406
GCF_000173675.1_ASM17367v1	Capnocytophaga sputigena ATCC 33612	Capnocytophaga_sputigena_ATCC_33612
GCF_000174015.1_ASM17401v1	Atopobium rimae ATCC 49626	Atopobium_rimae_ATCC_49626
GCF_000173655.1_ASM17365v1	Corynebacterium amycolatum SK46	Corynebacterium_amycolatum_SK46
GCF_000175635.1_ASM17563v1	Corynebacterium tuberculostearicum SK141	Corynebacterium_tuberculostearicum_SK141
GCF_000174175.1_ASM17417v1	Campylobacter rectus RM3267	Campylobacter_rectus_RM3267
GCF_000175875.1_ASM17587v1	Campylobacter gracilis RM3268	Campylobacter_gracilis_RM3268
GCF_000174035.1_ASM17403v1	Mycobacterium avium subsp. avium ATCC 25291	Mycobacterium_avium_subsp_avium_ATCC_25291
GCF_000156515.1_ASM15651v1	Clostridium hylemonae DSM 15053	Clostridium_hylemonae_DSM_15053
GCF_000157095.2_Bacteroides_sp_D1_V2	Bacteroides sp. D1	Bacteroides_sp_D1
GCF_000159075.2_Bact_sp_D2_V2	Bacteroides sp. D2	Bacteroides_sp_D2
GCF_000158535.2_Fuso_nucl_D11_V2	Fusobacterium nucleatum subsp. animalis D11	Fusobacterium_nucleatum_subsp_animalis_D11
GCF_000158455.1_ASM15845v1	Helicobacter winghamensis ATCC BAA-430	Helicobacter_winghamensis_ATCC_BAA_430
GCF_000158475.2_Oxal_for_HOxBLS_2_V2	Oxalobacter formigenes HOxBLS	Oxalobacter_formigenes_HOxBLS
GCF_000158495.1_ASM15849v1	Oxalobacter formigenes OXCC13	Oxalobacter_formigenes_OXCC13
GCF_002128345.1_ASM212834v1	Oxalobacter formigenes OXCC13	Oxalobacter_formigenes_OXCC13
GCF_000158555.2_Erys_bact_D7_V2	Coprobacillus sp. D7	Coprobacillus_sp_D7
GCF_000021025.1_ASM2102v1	Laribacter hongkongensis HLHK9	Laribacter_hongkongensis_HLHK9
GCF_000173355.1_ASM17335v1	Anaerococcus hydrogenalis DSM 7454	Anaerococcus_hydrogenalis_DSM_7454
GCF_000173375.1_ASM17337v1	Bifidobacterium gallicum DSM 20093	Bifidobacterium_gallicum_DSM_20093
GCF_000771165.1_DSM-20093	Bifidobacterium gallicum DSM 20093	Bifidobacterium_gallicum_DSM_20093
GCF_000741205.1_Bifgalcum	Bifidobacterium gallicum DSM 20093	Bifidobacterium_gallicum_DSM_20093
GCF_000175315.3_Acti_vis_C505_V3	Actinomyces viscosus  C505	Actinomyces_viscosus_C505
GCF_000185645.1_ASM18564v1	Gemella moribillum M424	Gemella_morbillorum_M424
GCF_000204335.2_Geme_sang_M325_V2	Gemella sanguinis M325	Gemella_sanguinis_M325
GCF_000185705.2_Bilo_wads_3_1_6_V2	Bilophila wadsworthia 3_1_6	Bilophila_wadsworthia_3_1_6
GCF_000162275.1_ASM16227v1	Parabacteroides sp. D13	Parabacteroides_sp_D13
GCF_000163095.1_ASM16309v1	Pediococcus acidilactici 7_4	Pediococcus_acidilactici_7_4
GCF_000196575.1_ASM19657v1	Bifidobacterium longum infantis 157F-NC	Bifidobacterium_longum_infantis_157F_NC
GCF_000157255.1_ASM15725v1	Enterococcus gallinarum EG2	Enterococcus_gallinarum_EG2
GCF_000160095.1_ASM16009v1	Clostridium hathewayi DSM 13479	Clostridium_hathewayi_DSM_13479
GCF_000412335.2_ASM41233v2	Cedecea davisae DSM 4568	Cedecea_davisae_DSM_4568
GCF_001025195.1_ASM102519v1	Bifidobacterium catenulatum DSM 16992	Bifidobacterium_catenulatum_DSM_16992
GCF_000173455.1_ASM17345v1	Bifidobacterium catenulatum DSM 16992	Bifidobacterium_catenulatum_DSM_16992
GCF_000771025.1_DSM-16992	Bifidobacterium catenulatum DSM 16992	Bifidobacterium_catenulatum_DSM_16992
GCF_000011045.1_ASM1104v1	Lactobacillus rhamnosus GG, ATCC 53103	Lactobacillus_rhamnosus_GG_ATCC_53103
GCF_000026505.1_ASM2650v1	Lactobacillus rhamnosus GG, ATCC 53103	Lactobacillus_rhamnosus_GG_ATCC_53103
GCF_000230275.1_ASM23027v1	Acidaminococcus intestini RyC-MR95	Acidaminococcus_intestini_RyC_MR95
GCF_000092765.1_ASM9276v1	Bifidobacterium animalis lactis V9	Bifidobacterium_animalis_lactis_V9
GCF_000162055.1_ASM16205v1	Acinetobacter johnsonii SH046	Acinetobacter_johnsonii_SH046
GCF_000162075.1_ASM16207v1	Acinetobacter junii SH205	Acinetobacter_junii_SH205
GCF_000161935.1_ASM16193v1	Lactobacillus coleohominis 101-4-CHN	Lactobacillus_coleohominis_101_4_CHN
GCF_000162255.1_ASM16225v1	Lactobacillus crispatus 125-2-CHN	Lactobacillus_crispatus_125_2_CHN
GCF_000022705.1_ASM2270v1	Bifidobacterium animalis lactis Bl-04, ATCC SD5219	Bifidobacterium_animalis_lactis_Bl_04_ATCC_SD5219
GCF_000026225.1_ASM2622v1	Escherichia fergusonii ATCC 35469	Escherichia_fergusonii_ATCC_35469
GCF_000225345.1_ASM22534v1	Roseburia hominis A2-183	Roseburia_hominis_A2_183
GCF_000160635.1_ASM16063v1	Oribacterium sinus F0268	Oribacterium_sinus_F0268
GCF_000160575.1_ASM16057v1	Weissella paramesenteroides ATCC 33313	Weissella_paramesenteroides_ATCC_33313
GCF_000160715.1_ASM16071v1	Lactobacillus reuteri MM2-3	Lactobacillus_reuteri_MM2_3_
GCF_000160855.1_ASM16085v1	Lactobacillus helveticus DSM 20075	Lactobacillus_helveticus_DSM_20075
GCF_001434945.1_ASM143494v1	Lactobacillus helveticus DSM 20075	Lactobacillus_helveticus_DSM_20075
GCF_000178475.1_ASM17847v1	Lactobacillus amylolyticus DSM 11664	Lactobacillus_amylolyticus_DSM_11664
GCF_001435665.1_ASM143566v1	Lactobacillus amylolyticus DSM 11664	Lactobacillus_amylolyticus_DSM_11664
GCF_000162215.1_ASM16221v1	Bacteroides sp. D20	Bacteroides_sp_D20
GCF_000163675.1_ASM16367v1	Bacteroides sp. D22	Bacteroides_sp_D22
GCF_000160595.1_ASM16059v1	Leuconostoc mesenteroides subsp. cremoris ATCC 19254	Leuconostoc_mesenteroides_subsp_cremoris_ATCC_19254
GCF_000025305.1_ASM2530v1	Acidaminococcus fermentans DSM 20731	Acidaminococcus_fermentans_DSM_20731
GCF_000306805.1_ASM30680v1	Streptococcus intermedius JTH08	Streptococcus_intermedius_JTH08
GCF_000160075.2_ASM16007v2	Abiotrophia defectiva ATCC 49176	Abiotrophia_defectiva_ATCC_49176
GCF_000160055.1_ASM16005v1	Dialister invisus DSM 15470	Dialister_invisus_DSM_15470
GCF_000161975.1_ASM16197v1	Eubacterium saphenum ATCC 49989	Eubacterium_saphenum_ATCC_49989
GCF_000147675.1_ASM14767v1	Peptostreptococcus stomatis DSM 17678	Peptostreptococcus_stomatis_DSM_17678
GCF_000175275.1_ASM17527v1	Neisseria flavescens SK114	Neisseria_flavescens_SK114
GCF_000174775.1_ASM17477v1	Porphyromonas uenonis 60-3	Porphyromonas_uenonis_60_3
GCF_000158435.2_Heli_bilis_ATCC43879_V2	Helicobacter bilis ATCC 43879	Helicobacter_bilis_ATCC_43879
GCF_000174195.1_ASM17419v1	Roseburia inulinivorans DSM 16841	Roseburia_inulinivorans_DSM_16841
GCF_000169535.1_ASM16953v1	Ureaplasma urealyticum serovar 8 str. ATCC 27618	Ureaplasma_urealyticum_serovar_8_str_ATCC_27618
GCF_000162475.2_Gran_ele_ATCC_700633_V2	Granulicatella elegans ATCC 700633	Granulicatella_elegans_ATCC_700633
GCF_000159995.1_ASM15999v1	Alloprevotella tannerae ATCC 51259	Alloprevotella_tannerae_ATCC_51259
GCF_000188175.1_ASM18817v1	Phascolarctobacterium succinatutens YIT 12067	Phascolarctobacterium_succinatutens_YIT_12067
GCF_000160435.1_ASM16043v1	Kingella oralis ATCC 51147	Kingella_oralis_ATCC_51147
GCF_000182605.1_ASM18260v1	Clostridium butyricum E4 str. BoNT E BL5262	Clostridium_butyricum_E4_str_BoNT_E_BL5262
GCF_000143845.1_ASM14384v1	Olsenella uli DSM 7084	Olsenella_uli_DSM_7084
GCF_001437585.1_ASM143758v1	Olsenella uli DSM 7084	Olsenella_uli_DSM_7084
GCF_000183525.2_ASM18352v3	Eubacterium cellulosolvens 6	Eubacterium_cellulosolvens_6
GCF_000022985.1_ASM2298v1	Aggregatibacter aphrophilus NJ8700	Aggregatibacter_aphrophilus_NJ8700
GCF_001188835.1_ASM118883v1	Aggregatibacter aphrophilus NJ8700	Aggregatibacter_aphrophilus_NJ8700
GCF_000024185.1_ASM2418v1	Methanobrevibacter ruminantium M1	Methanobrevibacter_ruminantium_M1
GCF_000160675.1_ASM16067v1	Granulicatella adiacens ATCC 49175	Granulicatella_adiacens_ATCC_49175
GCF_000224675.1_ASM22467v1	Enterobacter asburiae LF7a	Enterobacter_asburiae_LF7a
GCF_000174895.1_ASM17489v1	Ruminococcus flavefaciens FD-1	Ruminococcus_flavefaciens_FD_1
GCF_000411115.1_Capn_gran_ATCC_51502_V1	Capnocytophaga granulosa ATCC 51502	Capnocytophaga_granulosa_ATCC_51502
GCF_000163755.1_ASM16375v1	Scardovia inopinata F0304	Scardovia_inopinata_F0304
GCF_000178835.2_ASM17883v2	Cellulosilyticum lentocellum DSM 5427	Cellulosilyticum_lentocellum_DSM_5427
GCF_000023085.1_ASM2308v1	Lactobacillus plantarum JDM1	Lactobacillus_plantarum_JDM1
GCF_000145235.1_ASM14523v1	Micromonospora aurantiaca ATCC 27029	Micromonospora_aurantiaca_ATCC_27029
GCF_000092365.1_ASM9236v1	Arcanobacterium haemolyticum DSM 20595	Arcanobacterium_haemolyticum_DSM_20595
GCF_000023145.1_ASM2314v1	Corynebacterium kroppenstedtii DSM 44385	Corynebacterium_kroppenstedtii_DSM_44385
GCF_000085225.1_ASM8522v1	Clostridium difficile CD196	Clostridium_difficile_CD196
GCF_000449605.2_ASM44960v2	Clostridium difficile CD196	Clostridium_difficile_CD196
GCF_000148705.1_ASM14870v1	Campylobacter jejuni jejuni M1	Campylobacter_jejuni_jejuni_M1
GCF_000466385.1_ASM46638v1	Aneurinibacillus aneurinilyticus ATCC 12856	Aneurinibacillus_aneurinilyticus_ATCC_12856
GCF_000164115.1_ASM16411v1	Corynebacterium ammoniagenes DSM 20306	Corynebacterium_ammoniagenes_DSM_20306
GCF_001941425.1_ASM194142v1	Corynebacterium ammoniagenes DSM 20306	Corynebacterium_ammoniagenes_DSM_20306
GCF_000332875.2_ASM33287v2	Anaerostipes hadrus DSM 3319	Anaerostipes_hadrus_DSM_3319
GCF_000162875.1_ASM16287v1	Slackia exigua ATCC 700122	Slackia_exigua_ATCC_700122
GCF_000163295.1_ASM16329v1	Anaerococcus vaginalis ATCC 51170	Anaerococcus_vaginalis_ATCC_51170
GCF_000178435.1_ASM17843v1	Aerococcus viridans ATCC 11563	Aerococcus_viridans_ATCC_11563
GCF_900291485.1_R_bromii_L2_63_validated_080218.embl.gz	Ruminococcus bromii L2-63	Ruminococcus_bromii_L2_63
GCF_000185525.1_ASM18552v1	Lachnospiraceae bacterium sp. 5_1_63FAA	Lachnospiraceae_bacterium_sp_5_1_63FAA
GCF_000188315.1_ASM18831v1	Streptococcus dysgalactiae subsp. dysgalactiae ATCC 27957	Streptococcus_dysgalactiae_subsp_dysgalactiae_ATCC_27957
GCF_000185625.1_ASM18562v1	Eggerthella sp. 1_3_56FAA	Eggerthella_sp_1_3_56FAA
GCF_000185545.1_ASM18554v1	Lachnospiraceae bacterium sp. 8_1_57FAA	Lachnospiraceae_bacterium_sp_8_1_57FAA
GCF_000185605.1_ASM18560v1	Bacteroides eggerthii 1_2_48FAA	Bacteroides_eggerthii_1_2_48FAA
